"subject","WMmaintenance","WMupdate","Attention","Gf","VerbalReasoning","CRT_1","CRT_2","CRT_3"
10296,0.296602614287116,0.709268868892485,-0.599745491552326,1.15705897757091,1.06239617015366,0,0,1
10297,-1.16550048864058,-1.8488056124909,-2.70200205462625,-1.57130023917165,-1.33281842996761,0,0,0
10299,-1.32964137213232,-0.988329676856208,0.451382793138021,-1.29532523247222,-1.33281842996761,0,0,0
10300,-0.725352108532429,0.477832297349642,-0.99391859752286,-0.894986450837608,-0.50727807715683,0,0,0
10301,-0.90472870861949,-1.1272330738574,-0.468354452024302,-0.196265794054877,-0.348015498485772,0,0,0
10302,0.228714226588202,0.0379417311693766,-0.0741813460537678,-0.574197707240798,-0.0259400031925662,0,0,0
10304,-0.0760910880008515,-0.180955460336333,-0.731136524773581,-1.19613721765475,-0.770073897692276,0,0,0
10305,-1.63721439443717,-0.452009738968334,-2.04504687590644,-1.20762893148896,-0.829353572450036,0,0,0
10307,-1.42928939478841,-0.471168864392898,0.188600720388742,-0.438898889529303,-0.366591944087996,0,0,1
10308,-0.0299474232501493,-0.220490574495118,1.23972900507909,1.03946696382757,0.436821625169474,1,0,0
10310,-2.0399657606217,-1.60902229041823,-2.04504687590644,-1.61750836598445,-1.33281842996761,0,0,0
10312,0.44431733532287,1.13855707804228,0.7141648658873,1.04625861318124,0.558931312636085,0,0,1
10313,-0.143450815001154,0.580481037476187,1.10833797185783,0.942230009983423,0.618210987393846,0,0,1
10315,-0.637317602868076,-1.63860613085864,-1.38809170349339,-1.12947328336657,-0.91076003076111,0,1,0
10316,0.0693859885607086,-0.343347948070649,-0.99391859752286,-0.665219570950992,-1.05144616382995,0,0,0
10317,1.47234875715956,2.02591708495339,1.23972900507909,0.855908210753764,1.16237907406696,0,1,1
10318,0.221788645855235,0.311457501800981,0.451382793138021,0.282925830659832,0.336838721256177,0,0,0
10325,1.15763049409639,0.738997381426295,0.188600720388742,0.369944824847201,0.458948408722788,0,0,1
10327,-0.597254844763501,-0.950154282981718,-0.862527557994836,-1.41831450565381,-1.65489392526082,0,0,0
10328,-0.629860556350511,-0.0359682659077018,0.188600720388742,-1.21037793499617,-0.385168389690219,0,0,0
10329,0.416080741520419,0.83093554324138,1.10833797185783,0.670398396706637,0.962413266240365,1,1,1
10330,-0.784495247947259,0.114414289064061,-0.205572385581792,0.233271505382098,0.477524854325011,0,0,1
10333,0.763408923799578,0.543296401795529,1.23972900507909,0.700274221304894,1.16237907406696,0,0,1
10335,0.432701013245145,-0.739206815948646,0.451382793138021,-0.508211079748514,-0.547981306312367,0,0,0
10336,-0.145681446760382,-0.444431906109795,-0.599745491552326,-0.42935823666842,-1.41422488827869,0,0,0
10337,-0.12021676830271,0.265217578998255,-0.336963418803047,0.172125466270162,0.558931312636085,0,0,1
10338,0.692431204824665,0.0199611982745326,-0.862527557994836,0.559598032316966,0.458948408722788,0,0,1
10341,0.0191850117846953,-0.120536369597927,0.451382793138021,0.0314293891204204,0.477524854325011,0,0,0
